date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2020-12-01,Asia,India,4828761,8090,86673,889,57974294,35764,0.48835462,393.88574,45637542,22177463,46139422,2529,19967,2.014311369,13.19473287,451568481,398.5862524,24.48797267,6.177332151,17.97453548,26480.67142,8.370135565,181.118764,1.340661033
2020-04-01,North America,Russia,6851803,4686,267688,387,60817795,99007,0.707964407,288.8345851,55311530,38648592,54243182,56314,17734,0.806401553,74.73410607,173785596,59.87042971,35.94609561,21.97369395,17.49148163,54861.15081,19.11025052,694.0012269,12.19639612
2021-09-01,North America,Russia,7324222,4670,406491,781,37092985,24940,0.531146763,102.5406789,90527948,52878969,54680802,8351,14216,1.16377731,42.37309365,226525120,327.2047368,41.41361978,15.97828906,12.35351357,56640.12267,39.63570234,739.0052941,14.42269634
2022-11-01,Europe,Brazil,2825896,2059,63248,416,87818147,28432,0.256737775,45.67461359,59977635,75281283,60230905,42959,12398,1.021970708,48.3671259,359637962,859.902421,26.98724841,14.00441187,9.141551255,3226.582313,10.20606781,644.731095,4.715335181
2020-08-01,Europe,Italy,4936792,140,296694,917,5882468,8367,0.240264676,485.2711281,15943970,17090440,8007729,22949,13994,0.625715825,88.13853965,1060559525,195.4003575,46.30776498,9.177794525,3.615218054,63338.00575,11.86616229,728.6888441,8.732716561
2022-01-01,Europe,India,4876872,1789,315837,175,54827093,25511,0.263192504,489.3739573,95436910,79511425,38443951,27569,9042,2.082318554,99.13818872,1135401138,353.996241,22.12708811,20.19773616,17.4381161,9534.187739,1.45904137,217.0565227,12.73945736
2021-01-01,Europe,India,2739956,16,391068,386,79883788,8573,0.338107991,65.11130798,4609091,42663330,13969164,56108,19309,1.73644165,93.27752077,755340621,481.0184739,38.17094756,14.83823576,3.304078007,47236.2259,31.9267681,611.9527472,3.746417514
2022-10-01,Europe,India,721384,4471,202821,852,13468149,5378,0.697219661,206.3583635,92860611,19596266,32930394,18695,6714,1.506403955,6.180197719,1315604982,629.4903009,29.54595241,5.741761565,4.80426586,31902.59556,15.60203472,207.7836026,5.956963668
2022-11-01,Europe,Russia,8908385,1827,255949,232,86368578,65296,0.207398718,481.8416361,48365693,75475881,53904389,80704,14287,2.469973278,61.7526613,411691994,264.0364104,44.79140385,17.44796785,3.128483304,38706.5744,31.85156128,736.7082904,13.26581798
2021-04-01,North America,France,2887698,5956,277749,451,36659811,65841,0.215686314,181.9010542,67756293,62937598,28510141,86248,8541,1.043566974,13.88214736,445164248,510.1025539,42.78498491,12.66789289,12.38148728,64728.3969,6.6514773,404.2234974,4.153603533
2022-11-01,North America,India,4031464,4815,50713,228,98378339,70233,0.297020229,89.3656183,52401949,79367848,763203,3747,11169,2.005418826,36.34934211,1328921003,630.7289063,48.27194994,13.97465195,13.45309401,16028.97207,1.713561455,466.3504921,12.41004111
2020-05-01,Europe,France,7357804,9117,320610,212,31793217,59547,0.819334624,300.7673113,71835046,57998132,48588605,99763,2366,1.805267667,45.22671073,347372234,21.04550761,48.00950335,13.55700301,18.29213037,48381.72243,24.63519134,636.5108826,6.469821216
2020-01-01,Asia,Germany,2887296,5901,402709,40,55009850,7222,0.929490423,274.3506278,67514214,47934584,28045891,84371,7028,1.255303099,61.97578007,970848855,411.6524336,23.26431312,17.27875091,16.48720175,11198.50733,23.08264983,605.5551202,8.349734842
2022-02-01,North America,India,2736582,1094,464534,226,53998927,83385,0.05191117,257.0852734,55337614,67071738,64633918,60411,11286,2.200810302,9.939014805,754255493,581.7162097,49.14173471,16.18636018,12.95710767,10449.79114,11.98148128,392.2069683,14.85663182
2021-05-01,Europe,Brazil,7956056,6124,377775,293,20214221,89772,0.837281274,341.7483085,17905629,12357974,24942060,8963,6041,2.460017687,78.5117156,847262862,715.201645,43.15104818,21.45251497,9.857020889,10427.1012,30.82248114,671.1653486,16.12198122
2022-10-01,Europe,India,1100500,7347,381382,599,20630875,98706,0.938072597,37.62400884,31710183,30777684,61175429,86961,19985,0.60381837,64.74595577,70434646,857.4574802,34.52564828,21.25235627,8.729709949,22586.68623,49.72340015,558.010127,7.250077642
2020-03-01,Europe,France,1576590,3195,95335,266,69810366,78437,0.993689193,224.5027896,76218652,1329492,31131637,83031,4174,1.660489326,48.97294293,759514374,650.5127925,35.18182546,13.34289145,15.36987126,58495.67479,18.8031404,576.7195334,12.83646492
2022-12-01,North America,Russia,5594176,1404,107441,540,95603396,6940,0.125267594,47.44658372,51680702,12742047,29041970,44271,923,1.540107944,55.28598742,567259066,692.119129,27.71638621,17.71692096,8.043399253,4953.2874,0.072734225,258.8482224,4.393236408
2021-02-01,North America,Italy,1961977,6940,16984,758,29765622,84590,0.613273269,299.7308379,31432730,35494736,60576523,78134,17002,1.25228455,50.30457346,597204837,612.3574466,32.98193108,7.056584891,9.46938859,9838.136775,3.202610274,327.5419027,16.02838977
2020-01-01,Europe,Russia,7049926,4290,125580,827,78577393,59145,0.199458666,140.5271856,10045666,47367844,69600381,9786,3303,2.203152886,5.379294373,1134366686,985.631197,32.94048134,6.815453565,9.241916708,21900.04361,42.95298018,769.0678476,6.343764347
2021-12-01,Europe,India,4032654,3982,373460,450,35578294,43610,0.262509641,143.6329155,19558171,70204375,29883597,76457,13885,1.651486034,73.51494609,642209116,268.3905634,21.08270057,14.59832811,17.79685826,39179.98934,24.59428176,692.8476801,4.248140167
2021-08-01,Europe,Italy,664468,5555,415976,448,96263263,57520,0.745584338,38.38336857,83715639,71177479,19303602,42241,9239,1.126232124,51.18106369,950341611,273.5960937,33.59474624,23.00408047,5.896875989,53638.91599,26.83590992,215.4452157,18.85926652
2021-03-01,Europe,France,7899963,4713,132596,60,57989223,90854,0.594855501,253.3385886,96578869,62155274,61169135,85505,7600,1.213607115,68.07308537,1108687235,490.8274826,39.97349523,18.38432845,18.09378646,29434.0864,40.57895044,443.3550871,13.22649835
2020-10-01,Asia,Germany,6978140,3092,118454,501,21784250,54812,0.85058447,292.3300516,4485967,75101627,49959903,89521,8122,1.360171215,69.50656061,384342868,105.2000866,35.4935874,8.153466242,3.26017524,8302.602195,23.8710654,410.5619014,16.37505383
2020-03-01,Asia,Brazil,3037099,6308,91656,685,17455767,51500,0.03663164,325.7295929,10850321,37380233,19196821,11020,16476,0.723831632,79.64950727,239789217,487.8541195,31.02685476,13.0158189,18.28130714,20820.08649,23.42124792,550.0219569,11.72854103
2022-06-01,Europe,Germany,8100706,8476,166963,789,90267943,99054,0.388983102,268.454004,37038168,77937093,21356089,29461,7837,1.868136755,18.06096125,478027348,964.1748639,37.14447541,7.756481935,14.10142977,48378.38891,1.668091553,712.7277375,18.45193769
2022-04-01,North America,Germany,2042823,4933,353153,333,24324577,25444,0.889757815,416.3983369,99670601,71502706,64630055,14352,19432,1.773240831,65.76200033,1188808790,746.3028318,26.08168174,15.78382015,19.84813323,15421.36731,6.899969343,712.5884825,3.53729815
2020-10-01,Asia,Russia,1048173,4926,433048,880,34052597,85982,0.301981913,171.1132227,88367260,79966294,49084656,55994,17851,2.026150795,59.67269645,554167319,395.35766,31.80494257,23.22703005,12.43412241,58873.43985,42.57100186,592.3637131,17.7944747
2022-11-01,Asia,Italy,8379341,9379,307980,952,3733529,94079,0.432051028,87.02555568,13255945,73451305,66966455,15344,15188,2.387068043,17.04063258,1109645001,866.5096606,40.58502415,22.84919779,4.647277755,60281.75326,15.65592112,112.311344,14.48712777
2021-12-01,Europe,Brazil,6579137,2965,406578,141,93994028,24789,0.273038833,472.5109588,47191640,13918415,44173417,78661,5489,1.337019159,85.45343327,1321966981,911.095407,47.1984953,12.49970626,5.280577447,19975.28902,33.14955986,457.7883646,7.170207468
2020-10-01,North America,France,1912584,4319,459961,43,36115822,1617,0.908494867,258.9348096,62711531,43400395,34971979,19202,19082,0.935086274,83.62445879,239097812,643.6247977,38.45901563,23.82201381,7.373618145,10227.3869,29.62690754,689.7439135,3.774838959
2022-05-01,Asia,India,3777538,8975,431137,143,32017766,3333,0.464533585,415.9560871,9290883,53749562,47283087,42232,8983,1.123704423,39.9227859,314434652,209.7748677,24.6130325,21.10601017,17.849761,8173.061082,4.109432032,745.9894428,9.420050554
2021-03-01,Europe,India,225049,7108,463650,864,26440695,40002,0.424155609,378.5160272,35703524,72394907,54392698,66245,475,1.675482976,82.46227748,944524666,100.169965,34.62333023,22.02282638,7.352496601,28606.05499,38.28825171,416.0821194,15.89143089
2022-10-01,Europe,Germany,5537803,9021,269754,306,84492823,82172,0.950841666,354.5551815,18759883,21257984,3149537,94242,18640,2.443255023,29.24623929,469785965,907.8431361,23.37537948,16.26427913,8.408742756,19571.54971,0.220946312,393.0563866,4.658152511
2021-08-01,Europe,France,2380932,1909,109381,869,42684639,86053,0.842447491,204.9906597,62146334,32009499,9560874,13718,16767,2.132182905,49.47812267,1026733134,294.2497849,39.49246096,11.54853011,7.233748714,19432.63218,1.989211132,793.0449179,9.812927127
2021-07-01,Europe,Italy,8793380,2581,15791,416,78455607,74356,0.638456449,394.3547614,77427649,70007451,15964254,13105,10601,1.534657974,72.29840557,739104424,993.6540973,37.63504708,6.239937546,8.490867381,51103.40335,46.47686934,231.515464,9.712698666
2020-10-01,North America,Russia,571107,691,58047,672,50336068,36244,0.942970189,342.4265017,83680513,30062984,11172859,5081,17144,1.163618915,78.77127588,216903058,318.279249,43.76652776,5.94416633,19.24142929,67223.62225,44.03252662,458.11348,7.383657336
2021-08-01,Europe,Russia,2086213,931,494064,796,57470411,74714,0.211858903,475.0617277,50799907,58642110,62790465,92254,5243,0.539028189,37.9926373,196899815,877.9972584,37.30794763,12.08621168,12.06491565,59645.90628,24.85981775,707.8137613,15.08339851
2021-06-01,Europe,Brazil,3358509,7910,234898,324,23248397,67261,0.05901047,214.3580879,4976581,15852931,44800265,59967,17326,0.586860049,24.69046443,804743594,458.9397094,32.4646571,8.876932469,10.8548872,57721.54687,9.009819671,347.7671769,13.35261082
2020-02-01,North America,Germany,2779499,6382,461122,709,55067980,18477,0.537468065,39.10282846,5137532,11558636,48171616,20384,19079,0.56047585,2.412967372,51526038,666.494642,39.38810933,19.37112101,11.55641569,48769.68144,7.305568029,686.227512,19.40525573
2020-03-01,Asia,Russia,7313834,3406,150737,670,11862743,46533,0.142596879,60.80949318,33161147,56733992,18485286,70081,17680,2.460953534,62.61836221,432783939,248.679248,24.30858333,23.96043676,19.93422659,9175.577715,12.80652968,397.8168105,11.43593965
2022-02-01,North America,Germany,1999254,1032,196936,30,11030513,8496,0.89153919,33.87864139,56439654,32515559,31709050,15353,18531,0.784237706,88.91404941,241980631,265.0746805,40.91075341,18.09568734,14.9592729,65537.19908,26.07340295,294.2020013,6.527789915
2022-09-01,North America,Italy,5044842,1311,439667,984,58201099,12270,0.007403459,453.9130725,34133875,53968441,21545373,59487,4396,1.468299975,47.62378834,405015463,951.5730425,35.43210095,5.131911468,8.331571102,27959.52934,40.20209225,430.3242234,17.43165905
2021-07-01,North America,India,5561112,9107,400010,716,33471507,35575,0.67176796,435.6005181,96525930,32063345,14307541,4302,10620,2.41447833,21.37677449,637521549,485.2355979,21.77530718,9.555647693,8.856406938,4507.426918,1.56688882,334.2947266,12.84063061
2022-10-01,North America,Germany,5382858,6781,32888,563,6381798,81190,0.431444992,107.0198459,50957099,10520815,66929559,1809,13042,0.932780477,18.80755126,552181971,604.0832708,47.55837656,21.96950497,15.72090222,49912.76421,22.2634259,651.0028694,14.84243267
2022-05-01,Europe,Brazil,5017650,3748,137821,649,11816651,76614,0.115611888,297.8467479,8336688,11936430,30928528,94453,13494,2.440307619,95.3388132,1121370497,655.1764378,43.03149309,24.28753448,6.623742272,57212.11499,43.20245185,623.3469899,19.21415427
2020-11-01,Europe,France,7909699,1859,377796,73,51641044,73108,0.754362199,101.1403838,25014841,3287804,33073468,18381,1994,1.804025492,1.179989644,823713014,27.5613535,33.10476552,9.141886843,11.01013378,40107.43394,21.76677107,794.5917728,10.72009079
2021-01-01,Asia,India,3617556,5929,282752,552,1236340,17408,0.221035143,154.9511137,18120326,35378586,30327576,48637,16173,1.131457545,26.85129951,1357944879,938.4626412,48.79699094,11.77053809,5.830931014,64518.8468,26.32727871,781.6864704,18.06754649
2020-05-01,South America,India,258517,6792,343130,478,75557013,19359,0.028101684,370.4062958,19237725,26116718,19489343,67666,17707,1.723647902,20.51352511,655434382,278.7878168,43.25061723,6.263165678,4.183048606,10282.13934,19.0383519,742.4834344,13.78350204
2020-06-01,South America,Brazil,9745741,4713,462427,588,30393785,8698,0.979613889,12.35718969,58166605,5795568,59200935,4412,7768,1.92165956,14.71341801,74295398,386.5099793,36.04979202,22.46865346,8.390150854,17915.39118,25.76999838,510.5555951,17.59823099
2022-10-01,Europe,Italy,424226,2462,447617,432,21134380,42864,0.12501369,70.6574867,67759092,58977703,9481119,47733,15948,1.959795234,35.6101049,437449889,285.7552294,42.19215352,17.64084724,11.70248396,29631.74369,2.917790297,540.9100609,8.676151057
2022-04-01,Europe,Italy,4117923,9822,50468,411,3080676,94482,0.135458615,442.3784551,59533788,24366206,43633788,22707,10236,1.245936616,78.54826858,1295775245,211.7842557,24.20183122,21.72640342,4.535585444,49607.70185,32.58526893,503.1684387,7.894087805
2021-10-01,Europe,India,5613201,287,163535,466,76596525,37355,0.822224,265.1109933,81223190,77101132,14509119,30478,2462,0.801684009,98.91894336,61048712,833.3714703,43.32761605,21.1981482,9.885017556,21262.07561,49.25906292,196.401159,19.07949248
2021-10-01,South America,Russia,6303745,5953,424879,598,86616781,37690,0.921907389,474.2364097,5960524,38852373,69894349,6745,5123,2.456303466,18.39770547,274948011,333.0628043,35.7018594,6.621150528,6.473634197,10102.32457,37.4802477,586.7655731,11.49842135
2020-12-01,Europe,Italy,698956,4282,461922,620,42570794,37814,0.790754837,145.1804564,84339272,40394577,6925726,37970,4178,1.668992514,34.15226689,931906530,417.7499595,31.53719313,14.25201921,12.07351156,10107.24263,12.70103337,352.3050423,4.657349616
2021-08-01,Europe,India,3403096,1907,451989,991,25462039,31645,0.200744949,227.1580759,957527,18187152,25165753,99859,13276,0.884713247,28.02015465,143690363,795.7707544,29.01188329,12.94642928,15.88729629,15025.19892,24.66945312,461.4063832,9.972307089
2021-03-01,Asia,Russia,6143326,6337,140790,993,42723720,56630,0.160293474,210.6785439,30792640,7071011,37729807,90101,18136,2.236074559,90.16139434,903435011,257.3916038,32.88355977,11.99402217,6.531867055,40953.36978,4.973159908,713.5876749,14.64617124
2020-05-01,Europe,Russia,7519817,8151,262172,247,11960322,21658,0.282886072,58.99360416,93950309,38444632,22162060,13583,5916,0.972388717,16.75973151,712015024,188.6267241,38.77995519,14.47157041,10.248475,24663.31274,2.83531995,507.5211439,9.207824459
2022-07-01,Europe,Russia,4257950,143,47599,119,6806751,58799,0.510804887,174.0994911,60994958,57996189,49045582,53857,15361,0.707574434,31.08030553,74238706,158.8129084,41.38921069,22.80833845,7.019417871,62562.42739,43.07785193,254.9304747,13.27288045
2020-06-01,North America,Italy,5605126,8532,75839,700,32668242,26998,0.903902006,22.68571114,37820323,44692718,3096736,79588,652,1.004808738,15.01567298,906148772,114.8829636,26.51947549,7.643817976,15.27639106,6391.286281,0.987281973,724.7238615,10.07710216
2020-09-01,Asia,Brazil,1906039,3398,82674,662,80320043,91426,0.044344213,278.655986,54491992,12292210,25866559,42344,982,1.538638711,59.13732731,176713687,972.8141919,32.65186602,14.84303938,9.009940623,22576.31733,28.2427228,555.1104236,9.88377395
2020-01-01,Europe,India,1455465,8497,25345,285,63851111,94414,0.322441271,35.08096811,30281747,41574667,8977307,98112,575,1.094670424,58.6629088,272631951,14.94846915,23.83191678,16.30966175,19.77088072,68523.96087,37.60526989,139.4988528,8.937984137
2020-10-01,Europe,Italy,9382778,9099,249495,955,16535820,61339,0.569174791,134.3089785,4253621,18387959,59517291,28606,8524,1.023634104,87.0183686,1045171074,661.6557728,25.45506416,11.07922743,6.679016283,34350.12901,39.5308509,678.9301127,17.18431454
2020-12-01,Europe,Russia,211830,2654,50390,913,26250509,14306,0.517841389,283.4071629,7327065,66521961,62867930,96537,4307,2.057606603,85.5816701,229696105,857.946865,41.38892191,9.408798947,6.118123648,30269.32182,45.57585195,353.1196146,19.60447922
2021-09-01,Europe,India,5987029,1371,321701,311,36159359,47345,0.527520175,280.4468219,65896100,9706754,15952183,9210,10405,1.504633365,54.89523197,376676570,152.5457375,46.69461954,5.52488974,7.750229741,58895.842,36.92029527,277.7448513,6.597602049
2020-03-01,Europe,India,4755976,4654,433383,96,43096047,55597,0.907247069,78.12007305,18817912,59917943,25965787,28687,7740,1.595286026,9.168483096,16758524,359.0853789,29.94083322,11.880373,3.446125367,31291.02419,20.57717844,141.1215954,5.133803264
2022-10-01,Europe,France,8910606,5300,7961,964,51952532,7443,0.263966737,194.4792428,97191771,32173736,58820950,72684,17439,1.772399885,30.05978952,128449372,734.6070939,23.78822146,5.548378308,12.03141014,31128.63468,31.29915034,539.2591326,4.437845985
2020-10-01,Asia,France,3746169,6854,381433,987,95181433,17084,0.412952896,469.2030158,54103790,13021242,8103412,94052,1324,0.733760433,51.14676943,567166072,320.240981,41.36966975,15.72134534,8.881863591,9799.810574,29.87429674,438.39989,1.025148945
2020-09-01,Asia,Russia,6002296,5505,189773,636,96497730,89447,0.139438327,493.8579344,52437138,67916662,64630955,15473,15380,1.968200464,83.76679566,1150477320,124.8940726,30.09178997,13.57377559,7.212749768,34384.06981,14.1015618,389.2983289,18.88716883
2021-12-01,South America,France,6810183,6553,342808,462,96527145,92313,0.665031762,286.8846528,96097783,37935078,5349123,64579,18707,1.77045251,73.09035352,230123755,124.1252114,29.77048495,20.09934795,3.586188249,49421.70853,35.50086551,268.6934068,2.574096268
2020-03-01,North America,India,5494339,7362,122357,928,37019575,20529,0.038586201,435.9177882,64928740,77984229,62797759,51863,19754,2.178438021,24.56697757,236855323,572.2094211,46.57523309,20.07098694,3.25223603,33370.45129,33.32515301,571.7841855,6.849172589
2022-07-01,Asia,Russia,9886226,2537,312712,805,94490905,96917,0.252960494,398.2768116,59532527,1796475,60815789,58798,5292,2.279265007,62.19674623,138105367,461.0029042,41.31860912,12.56126917,9.712726526,27482.10872,13.14308026,368.025012,16.69017663
2021-09-01,Europe,France,4021080,2229,335446,633,9071894,1908,0.724240787,311.5866215,6927646,38984294,11816491,34470,11243,1.9289195,75.97851201,490834308,941.9186685,31.18032083,14.04749203,9.536151863,35171.39442,11.99598264,543.3423886,8.238262912
2020-02-01,Europe,Italy,7667857,3009,488596,793,67794007,30358,0.895403725,173.7959411,21859003,37277080,35962628,64147,13242,0.793264414,97.8250434,440365220,972.2186126,37.14994407,11.49854999,5.596849415,63315.78139,1.474883767,564.9364084,11.2231739
2021-12-01,Europe,Russia,4428690,7984,94968,896,608648,30412,0.760682514,309.5442826,43982218,76141816,47075612,39984,10599,0.621850854,78.74261164,1204399839,654.7586896,31.00410616,17.87568151,15.81652969,16373.49261,34.55381307,147.975082,9.582242273
2020-05-01,Europe,France,5439433,2077,160576,771,15897106,83710,0.048244123,292.2244522,29891555,56960944,53204227,45380,19586,0.765809015,61.57967425,85271290,205.3258515,34.40596968,9.059447554,6.65827645,8736.547705,49.29240436,574.3932556,5.937944029
2020-10-01,Asia,France,2881777,3867,299290,565,49366176,2928,0.273023352,309.6301069,23395078,13053595,50348231,85793,16690,1.380866769,34.52363078,1238054961,501.5721152,31.05171843,18.39045507,14.41141554,13672.50974,46.49166809,124.5941209,17.11879399
2021-07-01,Europe,India,2748996,4873,40297,511,14378180,65158,0.38613245,423.5290954,45746015,52132290,20577515,73849,17267,0.597991392,41.90126165,889592732,760.3903519,23.18043068,22.09756832,3.001780084,28125.23812,30.32713047,488.7590533,5.521759545
2022-07-01,Europe,Russia,866964,1384,483683,527,76242539,26957,0.450944322,131.5751298,39959005,7686471,60333722,82351,3641,2.384972945,54.62192034,1115455107,219.5159117,30.47096207,5.09001571,4.333877654,9995.323909,16.63525446,570.2970965,2.667640093
2021-09-01,Europe,France,5783182,2350,459792,502,39546274,93057,0.691570378,40.03183133,99301724,12958777,64063292,29730,14542,0.935648857,0.245634089,1306104758,123.3162276,24.77152786,7.5265101,13.92522556,10413.89284,41.77219341,261.9157967,8.24448544
2020-03-01,Europe,France,6980571,1269,199294,247,14461040,98151,0.047925176,410.344001,48195048,39262312,11529745,78259,2162,1.721689275,84.26896714,1002729823,45.3010674,38.42635564,11.15357131,16.82942121,57539.39116,8.461172126,376.8460705,3.830927266
2020-08-01,North America,France,6349449,7701,62119,217,33971306,74893,0.582200901,15.90102041,91382017,68207563,59797507,1085,5167,1.564286102,47.21640687,99356947,608.5131701,22.51674735,20.98753396,14.51015721,42717.43743,24.94826439,703.055521,6.782450332
2022-06-01,North America,France,1206861,8376,166393,86,4976279,63123,0.198108715,451.456446,55048846,37076036,8778404,88115,10975,2.099024093,84.1568257,1141884087,368.3423169,29.43359271,12.7836677,15.63640081,62659.01312,23.60448232,390.1975942,8.792962839
2021-06-01,Europe,Germany,3119612,4563,394995,81,44906946,25176,0.049058854,19.59841773,71517230,69414424,47717797,88179,19525,2.085203016,99.6856147,386957776,789.8999636,20.16151963,5.976423327,5.869854398,62457.72262,14.39647845,640.5038272,4.273906839
2021-01-01,Asia,Brazil,2891005,6897,144258,61,10319435,18409,0.108527791,257.6088981,59723718,77320056,22024751,92206,16538,1.895973608,79.48835048,406811896,629.8213786,29.4928641,17.7192336,19.27013688,62604.50352,12.66823644,209.8599086,12.58450973
2021-12-01,Europe,India,4736319,5593,479462,499,86558824,987,0.75840853,35.60004924,89210252,12334185,60279855,15771,8652,0.898721383,36.87541708,997148127,492.1723664,38.9062588,21.28441842,15.13303985,52722.80584,13.78384516,208.4842138,8.369667024
2021-12-01,North America,Russia,257681,6155,218827,41,52233248,54462,0.334657287,443.6021571,39886992,27091673,40074426,41060,17780,0.854482977,24.72106361,562833963,17.84751088,25.97129839,12.97732161,15.81834215,17095.68932,30.49576856,764.7752055,18.0028278
2021-01-01,Europe,Russia,8482626,5543,267201,11,91206877,67501,0.379123911,382.9127735,77597258,4632649,15059587,75882,13513,2.098699033,96.41317329,1305166377,265.8778814,20.9027296,6.721421524,11.56852563,58351.21221,42.33198435,224.4301131,8.973735238
2022-05-01,Europe,Brazil,5629481,7240,453879,832,53838967,96854,0.934146415,98.47058662,61537978,54005666,55727032,21462,6797,1.141778692,26.42289165,389589185,117.9859277,29.469036,16.06124555,5.188194204,24578.83914,41.85172224,393.3509135,9.380518795
2021-11-01,North America,Brazil,9881901,4883,377224,648,41710110,48231,0.415795439,253.9250364,33866400,37285529,61248215,5611,3764,2.134318774,79.38830842,263427265,958.7865306,34.40074677,18.25698406,7.899514825,11424.88361,14.25565123,222.4849563,12.17500394
2020-08-01,Asia,France,7226585,4155,479498,690,61643585,28305,0.734996438,489.5146797,71757096,23567267,46336220,91407,19945,1.625104232,96.21816932,436274019,93.76210418,26.19199399,6.02263185,9.175364474,35027.65271,40.1813699,534.9519311,19.05538553
2021-12-01,Europe,Brazil,5538917,4673,136260,527,67612803,54306,0.061861424,117.9758946,74084981,2118797,3106412,5263,3110,1.438810185,21.83826115,1053235669,829.0917,25.63692101,10.05487315,13.3164645,62368.65459,43.87516682,330.6623712,9.884336802
2021-04-01,South America,Russia,8593059,8718,453335,386,27498323,32602,0.696442209,371.4926617,89695402,79493374,33731400,76003,4083,1.572390268,54.81993936,6207445,891.8499259,30.63952027,6.267347929,7.450861605,9303.18392,23.92733444,455.7686851,14.17124934
2020-06-01,North America,Germany,1980290,2172,364446,225,45510383,21584,0.309779567,238.762018,29542376,12001200,65365995,21024,16492,2.462308763,29.22943993,628770223,898.8412969,41.23136475,7.31701045,16.21236016,67812.33356,42.83868115,498.7431427,7.564893857
2021-08-01,North America,Germany,403322,279,467616,480,69893857,15169,0.873006308,187.5206472,7325005,1480996,3681335,41607,1231,0.986461597,26.84624621,1139689482,471.2530411,31.73664011,21.25799139,11.65935151,13487.56636,9.231166437,141.9271162,7.153225364
2022-01-01,South America,Brazil,7017403,7825,5796,456,84713358,73758,0.28592756,223.7057271,4158989,70068276,14155461,83351,10830,0.792052755,30.20527032,1079401332,193.1596452,43.99522143,23.20794245,19.42779449,50121.94613,43.52854152,409.7190521,6.859248912
2021-06-01,North America,Brazil,4077716,9943,309362,652,76237498,25444,0.917221545,312.3177793,60537492,15096761,37335077,87092,15447,0.796358085,26.3731158,430813108,335.664722,48.63171584,12.61127427,18.07609356,50432.87196,3.638739083,483.2286489,1.265963764
2022-01-01,Europe,India,5037285,4769,401339,710,55832333,5362,0.243302876,486.4064307,5270266,11469668,28308821,89461,13573,2.162845493,86.23705047,463143802,776.2091822,42.52769497,7.044647148,11.70652054,53014.39671,21.22308602,448.5631335,6.286506414
2022-02-01,Asia,France,1908802,5247,139294,623,93619004,99254,0.948796713,221.6405882,37388856,9943306,21224900,12324,16754,1.995423051,81.67791054,48129184,985.3982174,29.649759,20.43497884,8.428661094,59136.64375,35.18634116,398.4211589,18.27132776
2020-12-01,Europe,France,7334901,4427,286218,638,27892351,8250,0.35715759,473.9804584,9329965,20485914,58370481,723,16481,1.811254685,21.42837687,905440752,550.9145433,41.75882957,14.3782097,9.068432652,43090.81022,6.748466803,362.1396868,10.08021734
2020-04-01,Europe,France,493948,5573,423041,658,15474403,36368,0.742853231,383.6079766,77521242,61794881,69397897,58323,8156,0.716680012,80.93290183,319627000,748.6316425,28.68261979,9.523143068,18.67539367,43336.64631,44.0640147,227.3470622,19.65008355
2020-08-01,North America,Italy,4168962,4131,298983,600,29616163,44109,0.022902161,308.8190253,17973655,166416,68492883,73811,10285,0.500496047,18.46743477,63840417,232.0165114,48.76385286,18.57136074,6.592311803,60493.89762,20.29862641,223.4171747,5.688140378
2022-03-01,Europe,Germany,6520645,9900,369256,814,22180282,80589,0.958967346,410.0320598,24194729,36278285,21244624,13405,10270,0.703587722,50.35359358,736089032,342.6412352,26.29656325,7.362434097,9.426507309,63132.5515,44.66794131,465.1744783,15.49745876
2022-12-01,South America,Italy,6689921,7189,389658,917,92038553,57645,0.344441306,300.3389615,56009317,39145990,48442188,1365,18839,2.032733215,22.14217868,1032900223,418.1979992,42.75705784,6.795013683,10.34337501,3174.647272,44.74628636,581.0006802,13.34146177
2022-12-01,Asia,India,6651143,8671,297651,166,18355343,94897,0.074783256,136.4085394,15253997,46279926,61901960,24727,10937,0.603459818,43.17259942,1027857360,517.7645237,41.97389095,10.71348779,9.542654078,26239.07819,24.44176305,377.8831829,6.241492091
2021-11-01,Europe,Brazil,9223644,9615,387932,71,74546255,79777,0.335492206,310.3541132,98963228,64821559,51487773,19882,2923,1.310939431,21.0680662,200309196,770.1445337,31.51905854,16.05801651,7.214719607,1621.759047,48.5849561,679.7801708,2.237337622
2022-01-01,Europe,Russia,4001070,5060,357395,809,56069615,44858,0.362938779,39.61326894,24039713,18521524,16907336,48232,5001,1.118932828,85.01362838,733707928,244.5779369,29.92433345,17.63948538,4.764160502,58231.8207,36.86502982,668.6943243,11.28788307
2021-08-01,Europe,India,2883791,5581,130364,520,33583122,89438,0.360969414,349.078822,33484624,76049137,4002129,52137,7476,1.255996465,73.35016829,96196013,341.456069,25.50065884,10.16936916,12.00630045,43972.39563,48.55772894,357.6639857,4.294453318
2020-01-01,Europe,Italy,3496605,2014,299045,792,13736021,90042,0.783468551,292.035955,5056332,20170607,58190096,45054,12886,2.440729292,67.34950347,467240239,198.8770149,36.90143962,12.30642777,6.000920953,23406.06795,18.90721797,635.6013886,3.029184975
